kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
6276477,K00849.01,CONFIRMED,1,10.35533116,170.93729,0.029,3.1775,750.6,2.47,777,86.22,49.2,1,5501,4.462,0.918,288.9942,41.633282,15.018
6863998,K00867.01,CONFIRMED,1,16.08518937,180.28319,0.867,3.984,1442.4,3.68,613,33.43,62.6,1,5239,4.523,0.826,292.10519,42.380322,15.219
6867155,K00868.01,CANDIDATE,0.998,235.9986399,208.399822,0.778,8.2284,20715,10.59,188,0.29,271.8,1,4245,4.627,0.657,293.00797,42.307201,15.172
6948054,K00869.01,CONFIRMED,1,7.49018305,174.95037,0.02,2.7297,1123.6,2.56,753,76.06,53,1,5103,4.562,0.787,291.63898,42.436321,15.599
6948054,K00869.02,CONFIRMED,1,36.2761238,201.2869,0.035,4.7865,1572.6,3.03,445,9.29,45.5,2,5103,4.562,0.787,291.63898,42.436321,15.599
6948054,K00869.03,CONFIRMED,1,17.46087931,137.26594,0.594,2.2641,812.4,2.32,568,24.6,22.6,4,5103,4.562,0.787,291.63898,42.436321,15.599
6435936,K00854.01,CONFIRMED,0.996,56.0560754,201.16578,0.018,4.685,1626,1.94,233,0.69,27.4,1,3593,4.757,0.491,289.50848,41.812119,15.849
6522242,K00855.01,CONFIRMED,0.974,41.40831669,195.78745,0.377,5.0264,22839,11.38,453,9.93,907.8,1,5522,4.586,0.747,291.76041,41.944069,15.196
6526710,K00856.01,CANDIDATE,0.994,39.74893077,172.854644,0.881,7.3051,15179,14.21,552,21.87,561.1,1,6122,4.487,0.964,293.17929,41.969238,15.344
6587280,K00857.01,CONFIRMED,1,5.715425977,174.87931,0.348,2.5242,908.1,2.47,850,123.03,59.4,1,5237,4.572,0.826,285.11047,42.033958,15.086
9471974,K00119.01,CONFIRMED,0.959,49.18394185,141.911924,0.035,11.3364,1646.2,8.2,669,47.4,355.7,1,5626,3.907,2.057,294.55917,46.062328,12.654
6587280,K00857.02,CONFIRMED,0.994,20.0261412,146.91109,0.957,1.611,421.2,2.28,559,23.14,10.7,2,5237,4.572,0.826,285.11047,42.033958,15.086
6599919,K00858.01,CANDIDATE,0,13.61014819,173.987319,1.081,2.594,5732.9,19.02,733,68.29,184.1,1,5697,4.46,0.903,289.89777,42.009151,15.06
6675056,K00859.01,FALSE POSITIVE,0,10.44331991,175.4046,0.23,2.743,1159.8,2.66,667,46.94,51.7,1,4947,4.516,0.802,286.24356,42.148811,15.546
6685526,K00861.01,CONFIRMED,1,2.237489571,170.81914,0.128,1.8119,315.8,1.41,1160,427.17,30.7,1,5265,4.58,0.81,290.00757,42.116459,15.001
6756669,K00862.01,FALSE POSITIVE,0,5.851520671,173.8228336,0.211,3.11058,33004,14.62,901,155.89,1630.4,1,5532,4.53,0.806,284.08731,42.233231,15.33
6784235,K00863.01,CONFIRMED,1,3.167893418,172.147959,0.026,2.1814,781.2,2.62,1221,526.23,64.8,1,5895,4.503,0.94,293.81647,42.212502,15.533
6849310,K00864.01,CONFIRMED,1,4.311780262,173.576483,0.196,2.7251,1154,3.11,1038,274.84,86.1,1,5527,4.484,0.927,287.24268,42.301369,15.604
6849310,K00864.02,CONFIRMED,1,20.0504494,188.08821,0.383,4.556,840.9,2.69,622,35.44,37.8,2,5527,4.484,0.927,287.24268,42.301369,15.604
6849310,K00864.03,CONFIRMED,1,9.76734503,186.57718,0.9,1.6585,569.1,2.67,791,92.46,21.1,3,5527,4.484,0.927,287.24268,42.301369,15.604
6862328,K00865.01,CANDIDATE,1,119.0207044,222.236492,0.076,8.1405,7430.5,8.98,366,4.25,223.5,1,5453,4.342,1.062,291.58377,42.36816,15.085
9471974,K00119.02,CONFIRMED,0.987,190.3200468,312.68498,0.812,15.284,1141.7,7.78,426,7.8,139.3,2,5626,3.907,2.057,294.55917,46.062328,12.654
6862603,K00866.01,FALSE POSITIVE,0,2.861159894,171.648106,0.965,1.8832,1014.3,4.37,1355,797.1,58.3,1,6126,4.458,1.021,291.67172,42.343109,15.618
7366258,K00880.01,CONFIRMED,1,26.44439337,194.12074,0.03,3.9783,1843.5,3.91,562,23.54,88,2,5427,4.463,0.929,292.87338,42.966141,15.158
7366258,K00880.02,CONFIRMED,0.983,51.53997972,174.055011,0.183,6.3994,3644.3,5.51,450,9.67,155.5,1,5427,4.463,0.929,292.87338,42.966141,15.158
7366258,K00880.03,CONFIRMED,1,5.902245782,136.78393,0.209,2.9003,702.3,2.43,926,173.74,59.3,3,5427,4.463,0.929,292.87338,42.966141,15.158
7366258,K00880.04,CONFIRMED,1,2.382951591,135.080841,0.479,1.8876,391.6,1.86,1253,583.01,41.4,4,5427,4.463,0.929,292.87338,42.966141,15.158
7373451,K00881.01,CONFIRMED,1,21.02250608,207.67593,0.036,4.1072,1772.5,3.07,521,17.48,62.4,1,5067,4.585,0.75,294.90973,42.935261,15.859
6948054,K00869.04,CONFIRMED,1,3.219814777,133.00406,0.06,2.0642,488.2,1.69,998,234.93,30.5,3,5103,4.562,0.787,291.63898,42.436321,15.599
6949607,K00870.01,CONFIRMED,1,5.912273234,172.184012,0.17,2.3254,961.4,1.73,585,27.72,62.8,1,4072,4.696,0.57,292.13702,42.42942,15.036
6949607,K00870.02,CONFIRMED,1,8.98581901,175.68418,0.008,2.8606,881.3,1.65,509,15.9,51.8,2,4072,4.696,0.57,292.13702,42.42942,15.036
7031517,K00871.01,CANDIDATE,0,12.94066866,179.423014,0.897,2.4845,42450,22.94,723,64.64,307.5,1,5875,4.572,0.809,291.11969,42.507069,15.215
11869052,K00120.01,FALSE POSITIVE,0.573,20.5452375,137.91394,0.95,2.517,218.5,2.41,742,71.57,18.5,1,5670,4.206,1.264,294.40192,50.172089,12.003
7109675,K00872.01,CONFIRMED,1,33.60123371,186.680343,0.67,4.4056,7425.9,8.46,495,14.22,247.9,1,5149,4.447,0.93,289.26874,42.604172,15.262
7109675,K00872.02,CONFIRMED,1,6.76652928,138.0637,0.429,2.9004,450.7,1.97,845,120.48,29.2,2,5149,4.447,0.93,289.26874,42.604172,15.262
7118364,K00873.01,CONFIRMED,1,4.347288783,172.23343,0.025,2.1024,451.6,2.36,1174,449.79,39.7,1,5754,4.345,1.122,291.96417,42.69614,15.024
7134976,K00874.01,CONFIRMED,1,4.601811819,169.98108,0.567,2.2607,755.9,2.35,896,152.91,60.8,1,4986,4.496,0.833,296.48343,42.663429,15.024
7134976,K00874.02,CONFIRMED,0.997,11.18719905,137.17814,0.387,3.252,353.6,1.55,667,46.65,21.9,2,4986,4.496,0.833,296.48343,42.663429,15.024
7135852,K00875.01,CONFIRMED,1,4.220965778,170.622433,0.705,3.0854,2260,2.62,595,29.68,157.8,1,3837,4.747,0.517,296.69394,42.62611,15.692
7270230,K00876.01,FALSE POSITIVE,0,6.998099523,171.898913,7.361,2.0488,20285,588.66,853,125.22,192.3,1,5612,4.566,0.829,287.88412,42.832439,15.877
7287995,K00877.01,CONFIRMED,1,5.95489993,170.955871,0.327,2.3892,1410.7,2.33,635,38.52,87.2,1,4261,4.641,0.633,293.63696,42.82497,15.019
7287995,K00877.02,CONFIRMED,1,12.03987488,181.22536,0.286,2.7363,1250.6,2.18,502,15.06,57.6,2,4261,4.641,0.633,293.63696,42.82497,15.019
7287995,K00877.03,CONFIRMED,0.998,20.83762895,132.08488,0.706,2.3734,439,1.42,418,7.24,14.9,3,4261,4.641,0.633,293.63696,42.82497,15.019
3247396,K00121.01,FALSE POSITIVE,0,8.8111022,136.4568,1.223,5.0683,401.1,63.66,1399,904.92,76.8,1,6200,3.8,2.404,294.46088,38.383461,12.759
7303253,K00878.01,CONFIRMED,1,23.58917143,173.81994,0.926,5.073,1200.7,3.16,487,13.34,53.3,1,4919,4.566,0.721,297.46002,42.83992,15.316
5094751,K00123.01,CONFIRMED,1,6.481633073,122.977657,0.833,3.784,298.5,2.54,1145,406.25,125.6,1,5945,4.213,1.302,290.39273,40.28487,12.365
7678434,K00892.01,CONFIRMED,1,10.37168928,172.61729,0.537,3.035,1254.9,3.2,720,63.68,64.5,1,5121,4.457,0.888,290.39322,43.363899,15.193
7678434,K00892.02,CONFIRMED,1,3.96996298,137.75447,0.836,1.1757,299.2,1.78,992,229.37,15,2,5121,4.457,0.888,290.39322,43.363899,15.193
7685981,K00893.01,CONFIRMED,1,4.40841331,172.18582,0.899,5.012,549.4,2.66,1139,398,45.1,1,6007,4.457,0.961,292.96555,43.34639,15.662
7708215,K00894.01,FALSE POSITIVE,0,7.9426176,174.52563,0.942,6.703,1590.7,4.68,878,140.57,60.4,1,5811,4.521,0.926,299.00143,43.399632,15.26
7373451,K00881.02,CONFIRMED,1,226.8904775,207.35971,0.731,7.558,3136.4,4.53,236,0.73,46.8,2,5067,4.585,0.75,294.90973,42.935261,15.859
7377033,K00882.01,FALSE POSITIVE,0,1.956811408,170.694208,1.091,2.1958,24905,21.58,1109,357.16,125.4,1,5209,4.657,0.603,295.83536,42.943062,15.533
7380537,K00883.01,CANDIDATE,0.997,2.688899233,170.1020904,0.001,2.11275,37492,12.04,929,175.76,1011.6,1,4820,4.667,0.639,296.68307,42.967869,15.766
7434875,K00884.01,CONFIRMED,1,9.439459486,177.186096,0.049,2.8979,3036.1,4.16,686,52.32,175.2,1,5097,4.597,0.779,288.64252,43.039291,15.067
8349582,K00122.01,CONFIRMED,1,11.52306746,131.969055,0,3.8757,507.3,3.13,927,174.81,142,1,5644,4.162,1.411,284.48245,44.398041,12.346
7434875,K00884.02,CONFIRMED,0,20.47748843,178.66786,0.497,2.8364,1382.4,2.92,530,18.65,52.7,2,5097,4.597,0.779,288.64252,43.039291,15.067
7434875,K00884.03,CONFIRMED,1,3.336123113,135.31623,0.252,1.9616,516.3,1.74,970,209.79,41.6,3,5097,4.597,0.779,288.64252,43.039291,15.067
7455287,K00886.01,CONFIRMED,1,8.01078456,170.20739,0.192,2.312,1333.6,1.72,453,9.9,48.5,1,3713,4.779,0.47,294.77393,43.056301,15.847
7455287,K00886.02,CONFIRMED,1,12.07134205,143.45948,0.014,4.3224,759.2,1.29,395,5.74,31,2,3713,4.779,0.47,294.77393,43.056301,15.847
7455287,K00886.03,CONFIRMED,0.986,20.99587872,152.31554,0.228,2.6333,767.3,1.3,328,2.74,18.2,3,3713,4.779,0.47,294.77393,43.056301,15.847
7458762,K00887.01,CONFIRMED,1,7.41113177,175.34754,0.712,2.5242,620.5,2.45,905,158.11,50.4,1,5849,4.517,0.919,295.65149,43.029831,15.031
7552344,K00888.01,FALSE POSITIVE,0,1.000747038,169.974229,0.908,0.9967,1823.5,4.14,1620,1635.2,147.4,1,5472,4.499,0.79,297.97513,43.164909,15.419
757450,K00889.01,CONFIRMED,0.999,8.884922995,169.991686,0.069,2.07004,16053,10.51,770,83.21,388.2,1,5332,4.5,0.843,291.1376,36.577381,15.264
7585481,K00890.01,CONFIRMED,1,8.09888906,176.623731,0.018,4.20241,6911.1,8.95,986,223.19,435.9,1,6214,4.442,1.076,282.69952,43.272739,15.261
7663691,K00891.01,CONFIRMED,1,10.00653012,176.96898,0.862,5.344,936.1,3.52,876,139.21,71.9,1,6063,4.47,1.001,283.63077,43.379398,15.063
5812701,K00012.01,CONFIRMED,0.635,17.85522168,146.596466,0.075,7.41287,9065.2,13.16,911,163.04,915.7,1,6823,4.308,1.367,297.45374,41.01099,11.353
8013419,K00901.01,CANDIDATE,1,12.73262407,176.939054,0.811,2.2083,6465.7,4.87,432,8.22,210.5,1,3950,4.721,0.541,285.16748,43.876339,15.75
8018547,K00902.01,CANDIDATE,0.966,83.92494032,236.76334,0.658,6.7904,7958.7,4.78,226,0.62,182.1,1,3960,4.746,0.509,287.85239,43.897991,15.754
8039892,K00903.01,CONFIRMED,1,5.007316661,173.433997,0.344,4.2362,6932.3,6.96,998,234.28,431.4,1,5865,4.563,0.827,295.53613,43.884449,15.813
8150320,K00904.01,CONFIRMED,1,2.211116989,170.150139,0.69,1.6485,724.2,1.85,931,177.19,42.6,1,4500,4.656,0.646,285.16833,44.026459,15.791
8150320,K00904.02,CONFIRMED,0.997,27.9541337,178.73791,0.063,3.95,942.5,1.9,400,6.04,25.4,3,4500,4.656,0.646,285.16833,44.026459,15.791
11086270,K00124.01,CONFIRMED,0.415,12.69104387,137.12594,0.008,3.7727,252.1,2.57,1008,244.3,60.2,1,5869,4.024,1.626,292.92914,48.60281,12.935
7767559,K00895.01,FALSE POSITIVE,0.228,4.409409243,171.89433,0.028,3.8636,12861,10.95,1101,347.06,85.8,1,5600,4.368,0.975,296.41019,43.455391,15.403
7825899,K00896.01,CONFIRMED,1,16.23947096,175.569907,0.043,4.0374,2590.7,4.14,598,30.14,123.8,1,5191,4.564,0.837,293.0614,43.58136,15.258
7825899,K00896.02,CONFIRMED,1,6.308201629,174.047661,0.03,2.9785,1328.5,2.96,819,106.44,86.2,2,5191,4.564,0.837,293.0614,43.58136,15.258
7849854,K00897.01,CONFIRMED,1,2.052349884,169.890622,0.437,2.0778,14281,13.12,1497,1183.18,1072.1,1,5855,4.393,1.08,299.56189,43.503559,15.257
7870390,K00898.01,CONFIRMED,1,9.7704486,175.71372,0.09,2.4517,1897.8,2.23,460,10.59,58,1,3906,4.73,0.509,282.23251,43.66563,15.777
7870390,K00898.02,CONFIRMED,1,5.169804269,172.63153,0.351,2.153,1037.4,1.66,569,24.75,41.4,2,3906,4.73,0.509,282.23251,43.66563,15.777
5094751,K00123.02,CONFIRMED,1,21.22261195,137.57403,0.02,6.5093,366,2.48,771,83.56,114.9,2,5945,4.213,1.302,290.39273,40.28487,12.365
7870390,K00898.03,CONFIRMED,1,20.09017037,147.97788,0.886,4.154,1432.1,2.25,362,4.05,36.9,3,3906,4.73,0.509,282.23251,43.66563,15.777
7907423,K00899.01,CONFIRMED,0.999,7.11373257,174.32351,0.334,2.1764,807.6,1.16,429,8.01,44.4,1,3561,4.855,0.411,296.98505,43.65852,15.234
7907423,K00899.02,CONFIRMED,0.999,3.306551643,134.37211,0.001,1.8177,509.2,0.91,554,22.19,37.8,2,3561,4.855,0.411,296.98505,43.65852,15.234
7907423,K00899.03,CONFIRMED,0.998,15.36845737,147.38965,0.115,2.4714,756.1,1.11,332,2.86,30.9,3,3561,4.855,0.411,296.98505,43.65852,15.234
7938496,K00900.01,CONFIRMED,1,13.81020318,172.33533,0.791,3.048,1309.7,4.56,833,113.75,46.2,1,5942,4.327,1.142,281.96063,43.70311,15.425
8490993,K00911.01,CONFIRMED,1,4.093578461,171.00954,0.93,2.5833,538.6,2.85,1182,461.07,36.4,1,6077,4.471,0.999,290.26328,44.55645,15.399
8490993,K00911.02,CONFIRMED,0.999,105.145959,178.367,0.964,8.593,685.4,3.43,401,6.09,15.4,2,6077,4.471,0.999,290.26328,44.55645,15.399
8505670,K00912.01,CONFIRMED,1,10.8484518,171.80584,0.21,2.9993,1675.6,2.34,499,14.66,64.5,1,4201,4.682,0.591,295.57935,44.545959,15.058
8505670,K00912.02,CONFIRMED,1,6.66833241,137.43988,0.644,1.915,362.3,1.18,587,28.06,14.2,2,4201,4.682,0.591,295.57935,44.545959,15.058
8544996,K00913.01,CONFIRMED,0.997,4.082274889,169.6375652,0.093,3.23015,17859,10.55,1016,251.48,1669.1,1,5655,4.581,0.794,284.83047,44.658138,15.198
8552202,K00914.01,CANDIDATE,1,3.886655224,169.73814,0.649,3.1646,581.6,1.87,1010,246.29,48.1,1,5662,4.61,0.738,288.72665,44.60751,15.371
8150320,K00904.03,CONFIRMED,1,42.1406089,139.0604,0.045,5.083,895.5,1.85,349,3.49,21.6,5,4500,4.656,0.646,285.16833,44.026459,15.791
8150320,K00904.04,CONFIRMED,1,4.617490562,135.04909,0.649,2.2618,575.8,1.62,728,66.47,28.1,2,4500,4.656,0.646,285.16833,44.026459,15.791
8150320,K00904.05,CONFIRMED,0.996,10.19849255,137.92067,0.714,2.4283,634.1,1.75,559,23.11,21.4,4,4500,4.656,0.646,285.16833,44.026459,15.791
8180063,K00905.01,FALSE POSITIVE,0,5.795063956,172.697467,0.949,3.2496,1692.9,4.33,950,192.74,119.4,1,5865,4.563,0.827,296.50754,44.036072,15.289
8226994,K00906.01,CONFIRMED,1,7.15681552,174.13511,0.45,2.5882,867,2.47,782,88.23,47.7,1,5029,4.494,0.838,289.59476,44.141949,15.46
8226994,K00906.02,CONFIRMED,1,17.64830851,133.54533,0.653,2.0873,763.3,2.43,579,26.49,23.8,2,5029,4.494,0.838,289.59476,44.141949,15.46
8226994,K00906.03,CONFIRMED,0.957,4.14810719,133.3881,0.093,2.535,175.2,1.08,938,182.76,12.9,3,5029,4.494,0.838,289.59476,44.141949,15.46
8247638,K00907.01,CONFIRMED,1,16.51410989,176.11686,0.395,4.1575,973.5,2.72,655,43.57,55.9,1,5527,4.488,0.866,296.56622,44.105862,15.223
8247638,K00907.02,CONFIRMED,1,30.1329298,190.38336,0.839,5.172,1015.8,3.14,536,19.55,44.8,2,5527,4.488,0.866,296.56622,44.105862,15.223
8247638,K00907.03,CONFIRMED,1,4.79090809,136.31106,0.11,2.603,251.3,1.36,990,227.24,21.2,4,5527,4.488,0.866,296.56622,44.105862,15.223
11086270,K00124.02,CONFIRMED,1,31.71981013,142.82083,0.125,4.819,363.4,3.09,743,71.97,63.1,2,5869,4.024,1.626,292.92914,48.60281,12.935
8247638,K00907.04,CONFIRMED,1,99.6415962,198.68664,0.028,4.448,952.5,2.64,360,3.97,22.7,3,5527,4.488,0.866,296.56622,44.105862,15.223
8255887,K00908.01,CONFIRMED,1,4.708326451,171.446507,0.061,3.16114,7912.7,10.6,1162,431.02,633.4,1,5560,4.246,1.21,298.63565,44.17094,15.113
8256049,K00909.01,FALSE POSITIVE,0,16.37198661,172.75926,9.303,3.8449,4147.6,540.37,438,8.71,54.5,1,4187,4.656,0.592,298.67862,44.175499,15.654
8414716,K00910.01,CONFIRMED,1,5.392026903,171.72707,0.314,2.9804,1151.4,2.68,850,123.33,77.4,1,5198,4.589,0.801,284.43051,44.48053,15.651
9140402,K00928.01,CANDIDATE,1,2.494170338,170.852848,0.095,1.1221,863.7,2.42,1194,480.19,69.2,1,5569,4.566,0.829,284.75943,45.599129,15.251
9141746,K00929.01,CONFIRMED,1,6.491682808,174.633553,0.535,4.301,7163.3,9.66,1062,301.54,502.3,1,6123,4.413,1.107,285.55481,45.578861,15.649
9159275,K00930.01,FALSE POSITIVE,0,3.044770796,172.01916,1.252,10.0134,1695,24.54,1076,317.36,203.5,1,5525,4.603,0.753,293.68494,45.51683,15.621
9166862,K00931.01,CONFIRMED,0.999,3.855603916,170.6787843,0.348,3.2179,16653,13.61,1212,508.65,1173.9,1,6033,4.46,1.046,296.39316,45.568562,15.272
9166870,K00932.01,FALSE POSITIVE,0,3.855599139,170.67957,0.864,3.183,1030.9,3.57,1158,425.74,90.1,1,5936,4.501,0.965,296.39542,45.56992,15.054
11449844,K00125.01,CONFIRMED,0.92,38.47876629,151.852812,0.003,5.04169,23530,13.26,484,13.01,1077.8,1,5510,4.539,0.879,288.90222,49.370491,13.779
8605074,K00915.01,FALSE POSITIVE,0,37.60166128,194.713383,0.408,8.30604,59130,27.22,606,31.86,1667.3,1,6140,4.354,1.096,282.30603,44.714661,15.505
8628973,K00916.01,CONFIRMED,1,3.314947362,171.313058,0.799,1.8007,1398.2,3.94,1155,421.03,123.5,1,5609,4.481,0.944,293.45483,44.792789,15.142
8655354,K00917.01,FALSE POSITIVE,0,6.71969089,173.35776,0.985,3.0231,969.7,4.37,952,194.18,45.4,1,5931,4.479,0.866,301.04956,44.706299,15.172
8672910,K00918.01,CONFIRMED,0.996,39.6431552,206.596798,0.062,6.5292,15664,10.98,472,11.74,690.3,1,5231,4.455,0.9,283.97751,44.811562,15.011
8686150,K00919.01,FALSE POSITIVE,0,51.42598578,173.535933,0.203,16.9422,66068,29.66,549,21.4,1843.8,1,6257,4.41,1.147,290.63898,44.806789,15.631
8689031,K00920.01,CONFIRMED,1,21.80451611,190.49737,0.751,3.4097,1144.9,2.6,543,20.48,49.9,1,5481,4.629,0.708,291.71732,44.88731,15.067
8689373,K00921.01,CONFIRMED,1,10.28194593,175.33988,0.168,3.4366,1110.7,2.53,680,50.6,55,2,5196,4.593,0.775,291.84198,44.858089,15.532
8689373,K00921.02,CONFIRMED,1,18.11993039,182.61535,0.206,4.2309,1506.9,2.95,563,23.77,60.7,1,5196,4.593,0.775,291.84198,44.858089,15.532
8689373,K00921.03,CONFIRMED,1,3.78402867,133.28133,0.691,1.9012,426.1,1.7,949,191.78,25.6,3,5196,4.593,0.775,291.84198,44.858089,15.532
8826878,K00922.01,CONFIRMED,1,5.15448142,171.6389,0.933,3.228,697.5,2.94,964,204.1,48.1,1,5431,4.457,0.884,294.84689,45.034409,15.365
5897826,K00126.01,FALSE POSITIVE,0,33.80364366,202.259731,0.023,11.4813,13494,20.7,745,72.71,529.9,1,5855,3.999,1.796,297.47586,41.114288,13.109
8883593,K00923.01,CONFIRMED,1,5.743469797,174.898924,0.001,3.4412,1240.2,3.13,982,219.95,79.7,1,5897,4.531,0.891,291.09235,45.115528,15.543
8951215,K00924.01,CANDIDATE,1,39.4759093,173.31207,0.938,2.968,1012.6,4.06,577,26.13,26.6,1,6225,4.45,1.031,291.20804,45.244389,15.229
9016295,K00925.01,FALSE POSITIVE,0,19.97448524,171.6300909,0.886,4.23479,40293,26.56,700,56.84,1398.8,1,6108,4.471,0.997,289.72748,45.367661,15.217
9077124,K00926.01,CONFIRMED,1,3.166353562,170.966145,0.032,3.3129,1473.4,3.82,1273,621.92,128.3,1,6007,4.47,0.998,286.36011,45.414291,15.603
9097120,K00927.01,FALSE POSITIVE,0,23.89963441,188.982797,1.245,3.81881,20953,44.04,652,42.8,547.8,1,6192,4.503,0.924,294.71768,45.48576,15.453
9466668,K00939.02,CONFIRMED,1,5.83909761,132.09261,0.341,3.1915,273.6,2.06,1097,341.48,25.2,2,5553,4.221,1.25,292.58044,46.097389,15.065
9466668,K00939.03,CONFIRMED,1,1.620467654,132.06388,0.271,2.1888,159.6,1.57,1681,1893.42,22.7,3,5553,4.221,1.25,292.58044,46.097389,15.065
9466668,K00939.04,CONFIRMED,1,10.6816951,131.55082,0.646,3.605,307.8,2.3,897,152.75,21.9,4,5553,4.221,1.25,292.58044,46.097389,15.065
9479273,K00940.01,CONFIRMED,1,6.104849417,169.573477,0.041,4.6912,2090.3,3.18,784,89.25,293.7,1,5085,4.584,0.712,297.04562,46.027359,15.017
8359498,K00127.01,CONFIRMED,0.999,3.578780566,134.0304187,0.079,2.91089,11382,10.43,1145,406.6,1838.4,1,5524,4.421,0.994,289.60797,44.345421,13.938
9171801,K00933.01,FALSE POSITIVE,0,3.187067566,171.64976,1.234,3.119,1037.4,23.88,1079,319.76,37.2,1,5450,4.552,0.811,297.78848,45.565418,15.653
9334289,K00934.01,CONFIRMED,1,5.826657508,173.011411,0.033,2.9183,1539.1,4.09,1013,248.57,81.1,1,5561,4.362,1.06,288.1647,45.816509,15.843
9334289,K00934.02,CONFIRMED,0.998,12.41216347,142.54039,0.021,3.739,611.3,2.58,787,90.65,25.6,3,5561,4.362,1.06,288.1647,45.816509,15.843
9334289,K00934.03,CONFIRMED,1,18.74649011,147.13074,0.508,3.895,796.8,3.05,686,52.38,26.7,2,5561,4.362,1.06,288.1647,45.816509,15.843
9347899,K00935.01,CONFIRMED,1,20.86021229,180.017757,0.066,5.1937,1910.5,5.5,781,87.76,117,1,6035,4.22,1.257,294.02301,45.853081,15.237
9347899,K00935.02,CONFIRMED,1,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,615,33.82,78.7,2,6035,4.22,1.257,294.02301,45.853081,15.237
9347899,K00935.03,CONFIRMED,0.973,87.6476068,134.94222,0.147,8.871,1009.6,4,484,12.94,37.5,3,6035,4.22,1.257,294.02301,45.853081,15.237
9347899,K00935.04,CANDIDATE,0.975,9.61731426,142.47479,0.331,3.8692,234,1.94,1010,246.13,18.2,4,6035,4.22,1.257,294.02301,45.853081,15.237
9388479,K00936.01,CONFIRMED,0.953,9.467821474,178.415842,0.081,2.4327,2237,2.13,407,6.47,124.7,1,3582,4.807,0.458,283.73203,45.958771,15.073
9388479,K00936.02,CONFIRMED,0.704,0.893040969,134.540342,0.009,1.0981,741.7,1.24,893,151.14,87.8,2,3582,4.807,0.458,283.73203,45.958771,15.073
11359879,K00128.01,CONFIRMED,0.996,4.942783419,136.3294353,0.566,3.25346,11145,10.62,1008,244.42,2040.7,1,5514,4.459,0.978,296.20059,49.140121,13.758
9406990,K00937.01,CONFIRMED,1,20.83426731,176.58569,0.256,4.0454,988.4,2.74,595,29.62,45.1,1,5537,4.549,0.88,293.01828,45.914688,15.412
9415172,K00938.01,CONFIRMED,1,9.94602357,171.70192,0.035,3.3862,994.5,3.12,807,100.34,51,1,5344,4.365,1.013,296.06424,45.976841,15.596
9415172,K00938.02,CONFIRMED,0.998,1.04562195,133.91912,0.037,1.8955,213,1.45,1710,2031.84,25.3,2,5344,4.365,1.013,296.06424,45.976841,15.596
9415172,K00938.03,CONFIRMED,0.949,5.71462396,132.63866,0.503,2.336,297.8,1.78,971,210.16,16.7,3,5344,4.365,1.013,296.06424,45.976841,15.596
9904059,K00145.01,FALSE POSITIVE,1,102.9641952,158.07473,0.922,15.735,1896.7,39,797,95.4,86.1,1,5047,3.066,7.119,296.81772,46.781509,13.608
3231341,K01102.02,CONFIRMED,1,8.14515981,140.56811,0.965,5.073,446.8,3.43,1050,287.91,32.2,2,5896,4.197,1.24,290.41327,38.34375,14.925
3231341,K01102.03,CONFIRMED,1,18.9985279,144.74157,1.3,4.529,430.7,43.17,792,93.03,16.9,3,5896,4.197,1.24,290.41327,38.34375,14.925
3231341,K01102.04,CONFIRMED,0.999,4.24439049,137.06643,0.949,3.282,174,2.07,1305,686.99,15.1,5,5896,4.197,1.24,290.41327,38.34375,14.925
2860866,K01103.01,CANDIDATE,1,90.1240507,356.23415,0.698,11.649,3020.3,7.12,485,13.09,57.9,1,6520,4.375,1.215,293.22391,38.033581,14.96
7626506,K00150.02,CONFIRMED,1,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538,19.83,97.1,2,5551,4.508,0.812,296.98102,43.209751,13.771
10319385,K01169.01,CANDIDATE,1,0.689210173,133.28584,0.154,1.6169,195,1.32,1943,3362.71,93.4,1,5630,4.505,0.954,281.55118,47.469959,13.248
10482160,K01170.01,CONFIRMED,0.965,7.34373964,137.29874,0.185,1.1784,574.4,1.84,839,117.5,32.2,1,5757,4.597,0.762,296.23215,47.678959,14.657
3233043,K00966.01,FALSE POSITIVE,0,0.379463865,170.2480164,1.246,0.86896,1973.3,59.56,3000,19256.81,458.6,1,5075,3.892,1.783,290.91119,38.335579,13.787
6579806,K00967.01,FALSE POSITIVE,0,9.88047978,173.608672,1.02,2.78458,18541,23.6,860,129.45,534.5,1,6113,4.512,0.917,281.66916,42.038639,15.212
3560301,K00968.01,FALSE POSITIVE,0,4.6484156,261.09395,0.968,38.1939,128.4,5.06,2259,6152.88,91.7,1,6980,3.577,3.482,295.26682,38.61124,10.963
4044005,K00969.01,FALSE POSITIVE,0,17.51201477,174.282592,0.994,1.8248,4511.7,13.66,804,98.77,322.3,1,6224,4.33,1.132,287.61633,39.127239,12.336
11502218,K00970.01,CANDIDATE,0,3.9886021,171.01852,0.06,1.7376,673.5,34.39,3145,23135.72,37.1,1,4813,2.472,13.652,289.09323,49.424484,6.974
5802246,K01044.01,FALSE POSITIVE,0,0.525154153,133.744359,1.226,2.1441,747.5,23.61,2073,4391.51,116.1,1,5582,4.497,0.846,295.09866,41.007038,15.058
